Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  07:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.7516460123888285,-11.45719259488182,-2.139501667071272,-8.932251696901517,2.17570568649302 
 01/01  07:15:00,-10.45,0.0,0.0,0.0,0.0,0.0,0.0,1.7068528467205813,-11.408910538193421,-2.1391560385330878,-8.893381110529731,2.12947157933955 
 01/01  07:30:00,-10.3,123.87783879393521,1.0,22.819555959623899,1.0,22.819555959623899,123.87783879393521,1.7784732160245083,-9.735632048225874,-1.7334813553093227,-8.462995151270548,2.101106142850961 
 01/01  07:45:00,-10.15,609.2361052149693,1.0,109.75755355442667,1.0,109.75755355442667,609.2361052149693,2.168874532863567,-3.370903088027971,-0.10399341389387473,-7.024478520737716,2.13926891506147 
 01/01  08:00:00,-10.0,1111.172358445356,1.0,195.8764694434918,1.0,195.8764694434918,1111.172358445356,2.669272117116297,3.121117426071268,1.6041162479261857,-5.596243791893926,2.2498305645834049 
 01/01  08:15:00,-9.725,1614.8145795115179,1.0,278.97248314719988,1.0,278.97248314719988,1614.8145795115179,3.049001192924832,8.294554554677239,3.2832665036347636,-4.337754720992621,2.410701366196449 
 01/01  08:30:00,-9.45,2149.451485223683,1.0,364.91995730569456,1.0,364.91995730569456,2149.451485223683,3.4645102475432867,13.376040306401912,4.881382233206978,-3.1269946490392614,2.614334690503022 
 01/01  08:45:00,-9.175,2508.346142106506,1.0,420.35879993239237,1.0,420.35879993239237,2508.346142106506,3.7573311974418446,16.134729256622767,5.898571088259928,-2.3893358883203179,2.8403356281214449 
 01/01  09:00:00,-8.9,2882.8423826304649,1.0,478.00138373643099,1.0,478.00138373643099,2882.8423826304649,4.100140198867995,19.130144676928269,6.925184267778036,-1.6348196449462194,3.0788391016422249 
 01/01  09:15:00,-8.350000000000002,3267.2031696683186,1.0,536.9185644770597,1.0,536.9185644770597,3267.2031696683186,4.3869049658367829,20.249104222659985,7.949266002971854,-0.9272376079387641,3.330367990791239 
 01/01  09:30:00,-7.800000000000001,3666.413291120194,1.0,598.0969199229219,1.0,598.0969199229219,3666.413291120194,4.700754995606058,21.503097552185886,8.992031057995974,-0.21895575387662803,3.604508000140274 
 01/01  09:45:00,-7.25,3933.0550318077687,1.0,637.6133352894237,1.0,637.6133352894237,3933.0550318077687,4.943014557191646,21.56380239403767,9.70989198833513,0.23737246379982936,3.8870748922903419 
 01/01  10:00:00,-6.7,4196.486591460473,1.0,676.6412284283772,1.0,676.6412284283772,4196.486591460473,5.20751925898136,21.72478155784104,10.406227367289262,0.6918164914242198,4.166377785129606 
 01/01  10:15:00,-6.275,4455.537253102586,1.0,715.0112779846514,1.0,715.0112779846514,4455.537253102586,5.549315921182437,23.822534249559874,11.19485146780005,1.4377703950886485,4.445495903238896 
 01/01  10:30:00,-5.85,4708.589163533651,1.0,752.5077794605232,1.0,752.5077794605232,4708.589163533651,5.87960611494112,25.75780473860985,11.968751157354518,2.165041395954063,4.729112587789434 
 01/01  10:45:00,-5.425,4641.071437787818,1.0,742.5988714321785,1.0,742.5988714321785,4641.071437787818,6.075017540671404,25.609834148678496,12.111028503955481,2.427410628557709,4.999256977235989 
 01/01  11:00:00,-5.0,4540.491218891129,1.0,727.8169025450712,1.0,727.8169025450712,4540.491218891129,6.266011528217856,25.380796843395925,12.16758133376328,2.651291233209122,5.242713550472603 
 01/01  11:15:00,-4.575,4364.563258174008,1.0,700.3759009170325,1.0,700.3759009170325,4364.563258174008,6.400424522167975,24.638325638347529,12.054915781488149,2.789377647025958,5.4522910151389489 
 01/01  11:30:00,-4.15,4231.2947904945499,1.0,681.6705029034473,1.0,681.6705029034473,4231.2947904945499,6.554381248295905,24.307970189614456,12.05762597025182,3.020358955110339,5.635881843350141 
 01/01  11:45:00,-3.7249999999999998,3710.7631796802099,1.0,602.01865277251,1.0,602.01865277251,3710.7631796802099,6.474030136072719,21.279729169483454,11.223729589469145,2.6664712733361286,5.771468743478841 
 01/01  12:00:00,-3.3,3028.0947855069919,1.0,493.55004396206007,1.0,493.55004396206007,3028.0947855069919,6.286407417601722,17.10133069639536,9.882048792869,1.9909737659569942,5.834803479848152 
 01/01  12:15:00,-3.0249999999999996,2493.066776141015,1.0,412.335026418112,1.0,412.335026418112,2493.066776141015,6.1540667526962828,14.256887562466483,8.865365919741067,1.5411149299999352,5.840660310102416 
 01/01  12:30:00,-2.75,1819.8523785151663,1.0,305.94037763660148,1.0,305.94037763660148,1819.8523785151663,5.862897281460203,10.083733736208253,7.406626435303565,0.7923480667756735,5.797670978853072 
 01/01  12:45:00,-2.475,1658.3119082134397,1.0,281.0763483922329,1.0,281.0763483922329,1658.3119082134397,5.838418679102753,9.570992055302371,7.110257576583251,0.8549703394055541,5.742418533869923 
 01/01  13:00:00,-2.2,1500.1495077213409,1.0,256.7721209415886,1.0,256.7721209415886,1500.1495077213409,5.806535414833152,8.963872454268568,6.871649918853336,0.9420250256478084,5.695922580516019 
 01/01  13:15:00,-1.9250000000000003,1223.4754548912934,1.0,210.73276284570657,1.0,210.73276284570657,1223.4754548912934,5.678616282534296,7.416195775515608,6.247889129740599,0.7555637079334474,5.6549748235800278 
 01/01  13:30:00,-1.6500000000000002,1083.6066169245144,1.0,189.38488290342594,1.0,189.38488290342594,1083.6066169245144,5.649189191492737,7.009814349559608,6.003574429463583,0.8310995022426369,5.619125830020214 
 01/01  13:45:00,-1.375,1033.9849641949475,1.0,179.3940297802914,1.0,179.3940297802914,1033.9849641949475,5.646761255621413,7.132022490729774,5.954628990871242,1.0284253814168097,5.5904263323389389 
 01/01  14:00:00,-1.1,983.338804801501,1.0,169.43349014176136,1.0,169.43349014176136,983.338804801501,5.640650093041718,7.230251651816874,5.901554864264597,1.2225674882436124,5.568644669291742 
 01/01  14:15:00,-1.1,1033.916034865693,1.0,178.15692317953907,1.0,178.15692317953907,1033.916034865693,5.696101531198802,8.046094344066925,6.0784529934738888,1.3955012889499586,5.556695491235272 
 01/01  14:30:00,-1.1,970.5605862814177,1.0,166.40516310952945,1.0,166.40516310952945,970.5605862814177,5.650752914977087,7.683492994247256,5.900633187624862,1.3112183194077148,5.548366381266845 
 01/01  14:45:00,-1.1,816.7254110730805,1.0,140.8967369711617,1.0,140.8967369711617,816.7254110730805,5.543483415120438,6.476628311623451,5.432782643436326,1.0178889014762263,5.533758781491576 
 01/01  15:00:00,-1.1,670.7520999739516,1.0,116.57355796743004,1.0,116.57355796743004,670.7520999739516,5.430636347735594,5.2630131890947029,4.977249039478977,0.7273906961461307,5.5035287026180239 
 01/01  15:15:00,-1.1,531.3242103430646,1.0,93.14939272689483,1.0,93.14939272689483,531.3242103430646,5.3341529645299829,4.212824810101467,4.58538312029691,0.5139463273820866,5.456238876137456 
 01/01  15:30:00,-1.1,329.1422650881374,1.0,57.94047897402063,1.0,57.94047897402063,329.1422650881374,5.151730710073831,2.0855161472485648,3.9604276057373228,0.09934339403372405,5.3849163446325669 
 01/01  15:45:00,-1.1,254.7322056029721,1.0,45.38251793443488,1.0,45.38251793443488,254.7322056029721,5.083435887164721,1.4720267791749407,3.725643039655438,0.004033098868376328,5.2994300617624499 
 01/01  16:00:00,-1.1,177.56161520240969,1.0,32.02625108222755,1.0,32.02625108222755,177.56161520240969,4.976942488380423,0.6045681166759825,3.486608044500656,-0.1070150802054286,5.2095919023996 
 01/01  16:15:00,-1.1,97.31263596887948,1.0,17.762198626050539,1.0,17.762198626050539,97.31263596887948,4.842907141271322,-0.6522635417129296,3.1730231168687625,-0.3349262331598766,5.117694927197456 
 01/01  16:30:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,4.658605233448803,-2.492109124849605,2.7602532769928986,-0.697201593836553,5.014524547474627 
 01/01  16:45:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,4.605754200515462,-2.630259755076808,2.6912436850639098,-0.7017453075808362,4.914863407398264 
 01/01  17:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,4.538066891960054,-2.8256598642345787,2.658953928191181,-0.697218370265773,4.831858925984087 
 01/01  17:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,4.48194222200677,-2.9729202923718116,2.5625503127472486,-0.8160607419823123,4.765948270551759 
 01/01  17:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,4.4310083191042299,-3.1253436806511445,2.4825319674046115,-0.9385239786089414,4.712039884715418 
 01/01  17:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.38425568808708,-3.277233803614559,2.407011298362704,-1.0595567452782007,4.6649258292667039 
 01/01  18:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,4.3395968770601629,-3.429298143063953,2.3360294414628699,-1.1740523652089224,4.621218217436113 
 01/01  18:15:00,-1.825,0.0,0.0,0.0,0.0,0.0,0.0,4.320830957204435,-3.2753268764388516,2.2499133199779637,-1.3212760797355259,4.5825794163747199 
 01/01  18:30:00,-1.9500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.3011662804887369,-3.203517311162174,2.17935243032224,-1.4565688030999696,4.5507123826761399 
 01/01  18:45:00,-2.075,0.0,0.0,0.0,0.0,0.0,0.0,4.276588814381088,-3.2759810847940367,2.1250358903383814,-1.5640020888235427,4.524290580163144 
 01/01  19:00:00,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,4.254902217993294,-3.249303392680388,2.058106186475868,-1.6959973890967604,4.500264468525043 
 01/01  19:15:00,-1.9250000000000003,0.0,0.0,0.0,0.0,0.0,0.0,4.250646510427226,-2.9470416310720606,2.1337689280702536,-1.5173990686214439,4.479586900820255 
 01/01  19:30:00,-1.6500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,4.246290253833362,-2.647891319502314,2.196806018223185,-1.3091552506069207,4.4627304717792379 
 01/01  19:45:00,-1.375,0.0,0.0,0.0,0.0,0.0,0.0,4.243902565687103,-2.3500459526817778,2.2659920325594387,-1.1056753885658282,4.449148881246429 
 01/01  20:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,4.243248348475555,-2.0535083144882138,2.337903843101799,-0.8997713451489062,4.438013176286892 
 01/01  20:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,4.1987630306527399,-2.3392869116708638,2.292281635986228,-0.9752105404129452,4.422304326094391 
 01/01  20:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,4.155479345605317,-2.558293472037247,2.235433691549872,-1.0692004568437029,4.397109042910252 
 01/01  20:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.098507267707865,-2.9087476078825467,2.186916642485812,-1.141061470799798,4.361498386683445 
 01/01  21:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,4.036389894843491,-3.3676576064088898,2.1424892266675217,-1.1892394033544634,4.317742166804171 
 01/01  21:15:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.045863305340433,-2.8718678933994874,2.130304061360164,-1.1691009580974879,4.279405326947964 
 01/01  21:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,4.044670036236254,-2.5362240120529524,2.143765213541087,-1.0984142537412254,4.2537780871673809 
 01/01  21:45:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,4.042302018118707,-2.3136417981081136,2.172653897022201,-1.0074759652909507,4.238908748512462 
 01/01  22:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,4.043792033342551,-2.0266395880462606,2.200846734466836,-0.9205742242901351,4.229753973640415 
 01/01  22:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,3.998376320003535,-2.3302066777393617,2.0840234677174296,-1.1746247722319368,4.215583056430685 
 01/01  22:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,3.9556221974915415,-2.634799579143562,1.9584278990933513,-1.4470518713205252,4.19091803619566 
 01/01  22:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.9083270499716264,-2.9400491578823697,1.8312356898495069,-1.7213853343374695,4.15670212368749 
 01/01  23:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,3.8570474794903117,-3.2456447565409909,1.700214973619154,-1.9978982492925753,4.115915365096195 
 01/01  23:15:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,3.8236864647284189,-3.299570920756219,1.6526327977654774,-2.0604370254492325,4.074599205045099 
 01/01  23:30:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,3.786153341606085,-3.354220977461975,1.6079908713554688,-2.119694500236733,4.035821656991885 
 01/01  23:45:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,3.7517306647397938,-3.4086762395957215,1.562633811577257,-2.178999894667186,3.9997248816315458 
 01/01  24:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,3.7159875652654845,-3.463221123434547,1.518628438021267,-2.237698829934402,3.965182934833078 
