Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  08:15:00,-9.725,2788.1568045040946,1.0,278.97248314719988,1.0,278.97248314719988,2788.1568045040946,7.6029570665038819,8.369183350900397,5.496340384063387,-4.912638975496293,6.919408109188363 
 01/01  08:30:00,-9.45,3698.191694964431,1.0,364.91995730569456,1.0,364.91995730569456,3698.191694964431,8.088495984904567,13.447213476083443,6.83510225008115,-3.9702447520226089,7.161238839294032 
 01/01  08:45:00,-9.175,4300.2673206835229,1.0,420.35879993239237,1.0,420.35879993239237,4300.2673206835229,8.448766907703523,16.203597834474566,7.779098473129693,-3.366611364672508,7.429418038042001 
 01/01  09:00:00,-8.9,4925.271017558337,1.0,478.00138373643099,1.0,478.00138373643099,4925.271017558337,8.865143335373457,19.197925623375356,8.693717776502752,-2.7591769990880268,7.711558657997347 
 01/01  09:15:00,-8.350000000000002,5563.47927965646,1.0,536.9185644770597,1.0,536.9185644770597,5563.47927965646,9.231901671647588,20.312129160669668,9.623550327497469,-2.1395958000948669,8.00855714701935 
 01/01  09:30:00,-7.800000000000001,6223.735720388039,1.0,598.0969199229219,1.0,598.0969199229219,6223.735720388039,9.63079249143093,21.562593379132488,10.567460209247088,-1.5153068273239115,8.149202976975829 
 01/01  09:45:00,-7.25,6656.871608685562,1.0,637.6133352894237,1.0,637.6133352894237,6656.871608685562,9.90454849068287,21.618692801088156,11.2419225072382,-1.079005428488017,8.42092444598939 
 01/01  10:00:00,-6.7,7083.627635407371,1.0,676.6412284283772,1.0,676.6412284283772,7083.627635407371,10.170372531564855,21.77580103121212,11.861747757946432,-0.6479907048737914,8.622737517230793 
 01/01  10:15:00,-6.275,7502.619881932496,1.0,715.0112779846514,1.0,715.0112779846514,7502.619881932496,10.590611362995134,23.87551387432423,12.573425721080298,0.025479395673528417,9.087500553140707 
 01/01  10:30:00,-5.85,7911.749570952164,1.0,752.5077794605232,1.0,752.5077794605232,7911.749570952164,11.063982885852053,25.812840487653827,13.333287118018916,0.6798606352670618,9.521722618350783 
 01/01  10:45:00,-5.425,7790.156876744835,1.0,742.5988714321785,1.0,742.5988714321785,7790.156876744835,11.355166182376152,25.66489787807782,13.595122563536393,1.0053977693448815,9.927231868379602 
 01/01  11:00:00,-5.0,7616.415097398768,1.0,727.8169025450712,1.0,727.8169025450712,7616.415097398768,11.633476418784693,25.43683759160317,13.765035678069694,1.2854791258956198,10.287098156160742 
 01/01  11:15:00,-4.575,7317.63187899619,1.0,700.3759009170325,1.0,700.3759009170325,7317.63187899619,11.834100867605802,24.695020943776976,13.79593707140043,1.5110881833954864,10.597092665597789 
 01/01  11:30:00,-4.15,7096.045470548525,1.0,681.6705029034473,1.0,681.6705029034473,7096.045470548525,12.054842560362719,24.365406464044708,13.893818019040055,1.79967871183743,10.869837459659723 
 01/01  11:45:00,-3.7249999999999998,6229.736928425406,1.0,602.01865277251,1.0,602.01865277251,6229.736928425406,11.968602606951509,21.336730403822533,13.318591353501006,1.6468381853437678,11.080389309401689 
 01/01  12:00:00,-3.3,5087.904404183855,1.0,493.55004396206007,1.0,493.55004396206007,5087.904404183855,11.774823562411286,17.159724885928936,12.305168133729979,1.249782978280507,11.196243250091016 
 01/01  12:15:00,-3.0249999999999996,4201.063393949559,1.0,412.335026418112,1.0,412.335026418112,4201.063393949559,11.641922835365602,14.316580876381533,11.485154177216487,0.9912705203295786,11.236405248521395 
 01/01  12:30:00,-2.75,3076.892122430221,1.0,305.94037763660148,1.0,305.94037763660148,3076.892122430221,11.308524032298492,10.144352101464876,10.313643353328758,0.5150629933432356,11.211811209686612 
 01/01  12:45:00,-2.475,2809.0935899127655,1.0,281.0763483922329,1.0,281.0763483922329,2809.0935899127655,11.28644258590951,9.633482916085037,10.073155219928822,0.6467311356635719,11.165024553546268 
 01/01  13:00:00,-2.2,2546.8736709552365,1.0,256.7721209415886,1.0,256.7721209415886,2546.8736709552365,11.245869061489941,9.026955552177244,9.915744398528034,0.8059677189728518,11.124840564158724 
 01/01  13:15:00,-1.9250000000000003,2080.536760270814,1.0,210.73276284570657,1.0,210.73276284570657,2080.536760270814,11.085234023665178,7.481004345515984,9.485089190567237,0.7693000570238269,11.085421441336294 
 01/01  13:30:00,-1.6500000000000002,1848.1882299855229,1.0,189.38488290342594,1.0,189.38488290342594,1848.1882299855229,11.039481704139265,7.0716647247222019,9.305278437260825,0.913880115209281,11.047896487568299 
 01/01  13:45:00,-1.375,1762.648528253172,1.0,179.3940297802914,1.0,179.3940297802914,1762.648528253172,11.025552893207582,7.202451344476125,9.289937692780427,1.156733508016373,11.014987773685567 
 01/01  14:00:00,-1.1,1676.1315823352277,1.0,169.43349014176136,1.0,169.43349014176136,1676.1315823352277,11.0070849459591,7.302827373671213,9.267639779463253,1.3973574389584656,10.986383377579236 
 01/01  14:15:00,-1.1,1764.2336451764168,1.0,178.15692317953907,1.0,178.15692317953907,1764.2336451764168,11.075161126715589,8.122987903501704,9.38244579196305,1.5381302201614063,10.966846098601474 
 01/01  14:30:00,-1.1,1657.44905719483,1.0,166.40516310952945,1.0,166.40516310952945,1657.44905719483,11.014507375326,7.760752987547682,9.273892504454011,1.5064649392583079,10.949532435107244 
 01/01  14:45:00,-1.1,1397.5312645024297,1.0,140.8967369711617,1.0,140.8967369711617,1397.5312645024297,10.882143020468,6.555626155922392,8.956953361856506,1.3268588788506577,10.922351183377688 
 01/01  15:00:00,-1.1,1150.0543343484979,1.0,116.57355796743004,1.0,116.57355796743004,1150.0543343484979,10.743815298300954,5.348794999254297,8.635295491135708,1.1405252127852919,10.878574333904315 
 01/01  15:15:00,-1.1,912.7487358563033,1.0,93.14939272689483,1.0,93.14939272689483,912.7487358563033,10.625651780694512,4.303160150204966,8.354388771229992,1.0438451187676492,10.816656136837798 
 01/01  15:30:00,-1.1,566.636069103818,1.0,57.94047897402063,1.0,57.94047897402063,566.636069103818,10.40833049712064,2.183369013191473,7.913937254352334,0.8151672415319808,10.728829121006184 
 01/01  15:45:00,-1.1,439.3280485110057,1.0,45.38251793443488,1.0,45.38251793443488,439.3280485110057,10.322621821460116,1.5788457321076098,7.725772342885477,0.8117393853923431,10.628995631501967 
 01/01  16:00:00,-1.1,306.6800834820858,1.0,32.02625108222755,1.0,32.02625108222755,306.6800834820858,10.194835789499918,0.721946485078696,7.554418362207969,0.8089482489044713,10.530135826841694 
 01/01  16:15:00,-1.1,168.21359625367695,1.0,17.762198626050539,1.0,17.762198626050539,168.21359625367695,10.042460887817472,-0.5205134822277264,7.324621904005539,0.7015166372463,10.430613145785375 
 01/01  16:30:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,9.838188459126912,-2.3536898559442829,7.003780319281304,0.4477237146757602,10.316826351895856 
 01/01  16:45:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,9.773757793481487,-2.4852736236868329,6.936575859022639,0.5036739496428027,10.205435144706343 
 01/01  17:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,9.692190158691771,-2.6690346494798828,6.905248340208175,0.57251827928593,10.111458805385759 
 01/01  17:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,9.62201816406938,-2.817850494146443,6.800371481298441,0.43677269332636117,10.03482798376664 
 01/01  17:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,9.55750402564374,-2.970389956747775,6.711948972548157,0.30752856464243907,9.969531008948799 
 01/01  17:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,9.49707680471234,-3.122585779488697,6.628179060118896,0.1791736581379837,9.909957630347029 
 01/01  18:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,9.438430404490479,-3.2749521381304689,6.547075558949359,0.05155756962676605,9.852847629959625 
 01/01  18:15:00,-1.825,0.0,0.0,0.0,0.0,0.0,0.0,9.401925442983348,-3.1389799304033798,6.428467205447362,-0.17386748722083213,9.79972485550347 
 01/01  18:30:00,-1.9500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,9.36488911156646,-3.0829243260992289,6.326931377384085,-0.3862929839077083,9.752408486164973 
 01/01  18:45:00,-2.075,0.0,0.0,0.0,0.0,0.0,0.0,9.323727273540995,-3.159729551192561,6.259759099278199,-0.5198879800087184,9.70998055463583 
 01/01  19:00:00,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,9.28483971819319,-3.146897012361638,6.161642281475679,-0.7218221164763463,9.66935960608599 
 01/01  19:15:00,-1.9250000000000003,0.0,0.0,0.0,0.0,0.0,0.0,9.263356454257075,-2.848083716273129,6.211514023615109,-0.5564667768451272,9.631980961802452 
 01/01  19:30:00,-1.6500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,9.241251023573389,-2.552062893860707,6.246841514782318,-0.3605047599322688,9.598465595176993 
 01/01  19:45:00,-1.375,0.0,0.0,0.0,0.0,0.0,0.0,9.221380828608666,-2.25717169486866,6.28779399529617,-0.1698528555136818,9.568193615318146 
 01/01  20:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,9.203275101784462,-1.9634489846423909,6.33152815883534,0.02352122801863743,9.540265529363392 
 01/01  20:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,9.146436554929807,-2.2351365042939639,6.306385576287994,0.01244262405026575,9.507946899295062 
 01/01  20:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,9.090326723148847,-2.446659838008043,6.251005463365914,-0.04740847271114035,9.466423210488126 
 01/01  20:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,9.021803659949305,-2.7783747467232109,6.224793200585111,-0.045426970288531268,9.41538045199508 
 01/01  21:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,8.948070764393116,-3.2156927937403174,6.196094315341043,-0.002086554810830421,9.357251307272224 
 01/01  21:15:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,8.937841755236315,-2.745322913443144,6.1286723898044219,-0.06105872197474582,9.304559488100429 
 01/01  21:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,8.91814889845554,-2.4268458736097697,6.101726112152505,-0.07893129859115789,9.26409337257579 
 01/01  21:45:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,8.89808954917012,-2.212011202768592,6.103052887848889,-0.02730244815933247,9.233756011206593 
 01/01  22:00:00,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,8.88165805469652,-1.938827289700091,6.089325839760818,-0.019562107788715367,9.208320613173845 
 01/01  22:15:00,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,8.823298163725858,-2.242106795826421,5.973894366451361,-0.2820874496583201,9.177147019756303 
 01/01  22:30:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,8.767143280969912,-2.546863602230882,5.850224089948483,-0.5586376673783775,9.135440559731338 
 01/01  22:45:00,-1.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,8.705987986935393,-2.8522752276760769,5.724640680997027,-0.8364884528563152,9.08476967203383 
 01/01  23:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,8.64087211509103,-3.1580305170785887,5.595057144038833,-1.1160746720788098,9.028342330775054 
 01/01  23:15:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,8.591528746220945,-3.2123580160336306,5.5367942292890579,-1.1817206711847348,8.972037684132781 
 01/01  23:30:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,8.540241252026421,-3.267217626095939,5.48144470312684,-1.244324640561615,8.918753775625916 
 01/01  23:45:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,8.4902658282167,-3.3219670759140027,5.426018750657704,-1.3069463491775082,8.868231671374984 
 01/01  24:00:00,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,8.441219412460905,-3.376721278536179,5.37152977980179,-1.3693819626664663,8.819268588356755 
